question,answer_B,source_pdf
"소상공인 우대금리는 신용등급에 따라 어떻게 달라지며, 각 등급별로 적용되는 금리는 무엇인가요?","소상공인 우대금리는 신용등급에 따라 다음과 같이 달라집니다. 1~3등급은 연 0.5%p, 4등급A ~ 5등급C는 연 0.3%p, 6등급A ~ 6등급C는 연 0.2%p가 적용됩니다.",pdf_168_label_6.pdf
KB 더드림 소호대출의 대출신청자격은 무엇인가요?,"대출신청자격은 부동산을 담보로 제공하는 소매형 SOHO 고객으로, 신용등급 5등급C 이상이어야 하며, 소상공인특화모델의 경우 신용등급 6등급C 이상이 필요합니다. 또한, 사업소득금액이 1천만원 이상이어야 합니다.",pdf_169_label_6.pdf
대출 기간 중 중도상환을 하는 경우 중도상환 수수료는 어떻게 계산되나요?,중도상환 수수료는 '중도상환원금 X 수수료율 X (잔존일수 ÷ 대출기간)'의 계산식에 따라 적용됩니다. 중도상환 수수료는 대출일로부터 최장 3년까지 발생할 수 있습니다.,pdf_169_label_6.pdf
대출 만기 경과 후 기한의 이익을 상실할 경우 어떤 불이익이 발생하나요?,"대출금액을 전액 상환하지 않거나 기한연장하지 않은 경우, 은행여신거래기본약관(기업용) 제7조에 따라 기한의 이익이 상실되어 대출잔액에 대한 지연배상금이 부과됩니다.",pdf_169_label_6.pdf
대출금이 5천만원을 초과할 경우 수입인지 비용은 어떻게 부과되나요?,"대출금이 5천만원을 초과하는 경우, 대출금액별로 수입인지 비용이 다르게 부과되며, 고객과 은행이 각 50%씩 부담합니다.",pdf_169_label_6.pdf
2017년 10월 27일 이후에 신규로 대출을 받을 경우 적용되는 이자율은 어떻게 되나요?,"2017년 10월 27일 이후에 신규(대환/재대출 포함)된 대출의 이자율은 1.10%에서 1.40%까지입니다. 담보연결 등록된 대출은 1.40%가 적용되며, 상기 이외의 대출은 1.10%가 적용됩니다.",pdf_169_label_6.pdf
중도상환수수료율이 변경된 후 부동산담보대출의 고정금리와 변동금리 각각의 수수료율은 얼마인가요?,"변경 후 부동산담보대출의 고정금리는 1.40%, 변동금리는 1.20%입니다.",pdf_169_label_6.pdf
소상공인시장진흥공단의 컨설팅 프로그램을 수료한 경우 우대금리는 얼마인가요?,우대금리는 0.2%p입니다.,pdf_169_label_6.pdf
KB 더드림 지식재산(IP) 담보대출의 대출신청자격은 무엇인가요?,"대출신청자격은 특허청에 등록된 특허권을 보유한 기업으로, KB국민은행 신용등급 BB+등급(소매형SOHO 5등급C) 이상 중소기업이어야 합니다. 또한, 대출신청인이 신용도판단등록정보자이거나 신용등급이 낮은 경우 대출이 제한될 수 있습니다.",pdf_170_label_6.pdf
부동산 담보대출의 중도상환수수료율은 얼마인가요?,부동산 및 동산(유형자산/재고자산) 담보대출의 중도상환수수료율은 0.48%입니다.,pdf_170_label_6.pdf
기술창조기업전용대출의 대출 실행 시 부가 혜택은 무엇인가요?,"대출실행할 경우, KB국민은행과의 거래관계 및 수익기여도, 신용등급 등에 따라 KB스타클럽제도 등에 선정되어 수수료 우대를 받을 수 있습니다.",pdf_170_label_6.pdf
기술창조기업전용대출의 대출금액 변경 사항에 대해 설명해 주실 수 있나요?,대출금액은 1차 변경적용일인 2021년 1월 22일부터 최소 5억원 이상에서 최소 3억원 이상으로 변경되었습니다. 이 변경은 (특허)기술가치평가금액 범위 내에서 적용됩니다.,pdf_170_label_6.pdf
QSL의 의미와 그 사용 목적은 무엇인가요?,제공된 Context에는 QSL에 대한 구체적인 설명이나 사용 목적이 포함되어 있지 않습니다.,pdf_170_label_6.pdf
KB동반성장팩토링의 정의는 무엇인가요?,"KB동반성장팩토링은 판매기업이 은행과 약정된 구매기업에게 물품 및 용역 등을 판매함에 따라 취득한 매출채권을, 은행이 매입하고 판매기업에게 대금을 지급한 후, 구매기업으로부터 결제일에 대금을 수령하는 상품을 말합니다.",pdf_171_label_6.pdf
KB동반성장팩토링 약정을 체결하기 위해 이용자가 제출해야 하는 자료는 무엇인가요?,이용자는 KB동반성장팩토링 약정과 관련하여 은행이 요구하는 자료를 성실하게 작성하여 제출하여야 합니다.,pdf_171_label_6.pdf
KB 동반성장협약 상생대출의 대출신청자격은 무엇인가요?,"대출신청자격은 당행과 협약을 체결한 대기업이 발급한 「대출추천서」를 제출하는 협력기업이어야 하며, 협력기업은 대기업에 대한 납품처 및 구매처로 정의됩니다. 또한, 당행에서 일정 신용등급 이상을 부여 받은 개인사업자 또는 법인이어야 하며, 신용도판단정보등록자이거나 신용등급이 낮은 고객일 경우 대출이 제한될 수 있습니다.",pdf_172_label_6.pdf
"대출금액이 5천만원을 초과할 경우 수입인지 비용은 어떻게 부과되며, 고객의 부담은 얼마인가요?","대출금액이 5천만원을 초과하는 경우, 대출금액에 따라 수입인지 비용이 다르게 부과됩니다. 대출금액이 5천만원 초과~1억원 이하일 경우 7만원이 부과되며, 고객은 3만5천원을 부담합니다. 1억원 초과~10억원 이하일 경우 15만원이 부과되고, 고객은 7만5천원을 부담합니다. 10억원 초과 시에는 35만원이 부과되며, 고객은 17만5천원을 부담합니다.",pdf_172_label_6.pdf
대출금의 만기가 도래하여 기한연장을 할 경우 금리는 어떻게 변동할 수 있나요?,대출금의 만기가 도래하여 기한연장하는 경우에는 고객님의 신용등급 및 거래실적 변동 등에 따라 금리가 상승 또는 하락될 수 있습니다.,pdf_172_label_6.pdf
연체이자가 부과되는 조건은 무엇인가요?,"약정 납입일에 경과되면 연체이자가 부과되며, 분할상환대출은 원리금 납입을 연속하여 2회 이상 연체하는 경우, 일시상환 대출은 14일 이상 연체하는 경우 대출잔액에 대하여 연체이자가 부과됩니다.",pdf_172_label_6.pdf
대출금 중도상환 시 발생하는 수수료는 어떻게 변경되었나요?,"변경 후, 중도상환수수료율은 담보종류 및 금리주기에 따라 다르게 적용됩니다. 예를 들어, 부동산담보대출(고정금리)은 1.40%, 변동금리는 1.20%, 신용대출(고정금리)은 1.10%, 변동금리는 1.00%로 설정됩니다. 또한, 2017년 10월 27일부터 2019년 4월 16일까지 신규 여신은 2019년 4월 17일 기준 금리종류에 따라 변경된 수수료율을 적용받습니다.",pdf_172_label_6.pdf
부동산담보대출과 신용대출의 정의는 무엇인가요?,"부동산담보대출은 부동산 또는 유형·재고자산을 담보로 취득한 대출을 의미하며, 신용대출은 위의 부동산담보대출 이외의 대출을 의미합니다.",pdf_172_label_6.pdf
"대출금리가 어떻게 결정되며, 우대금리의 적용 조건은 무엇인가요?","대출금리는 기준금리와 가산금리에 따라 결정됩니다. 기준금리는 금융투자협회 공시기준에 따라 적용되며, 3개월 단위는 CD91일물 유통수익률, 6개월 단위 이상은 금융채 AAA등급 채권시장수익률을 따릅니다. 가산금리는 고객의 신용등급, 담보비율, 거래실적에 따라 다르게 적용됩니다. 또한, 대기업과의 동반성장협약에 따라 결정된 우대금리가 적용될 수 있으며, 이는 협약 기간 중 대기업이 협약을 해지 요청하거나 이행할 수 없는 경우 즉시 적용되지 않습니다.",pdf_172_label_6.pdf
"개인채무자보호법에 따라 대출 원금이 5천만원 미만인 경우 연체가 발생했을 때, 지연배상금이 부과되지 않는 조건은 무엇인가요?","개인금융채무자의 계좌별 대출원금이 5천만원 미만이고, 연체가 발생하여 기한의 이익이 상실된 경우 대출의 만기가 경과하지 않았다면 여신 잔액에 대하여 지연배상금을 부과하지 않기로 합니다.",pdf_172_label_6.pdf
KB 동산ㆍ채권담보대출의 대출신청자격은 무엇인가요?,"대출신청자격은 「동산ㆍ채권등의 담보의 관한 법률」에 따라 정규담보에 해당되는 유형자산을 담보로 제공한 중소ㆍ중견기업 또는 개인사업자(복식부기 비기장 개인사업자 제외)입니다. 또한, 대출신청인이 신용도판단정보등록자이거나 은행의 신용평가 결과 신용등급이 낮은 고객일 경우 대출이 제한될 수 있습니다.",pdf_173_label_6.pdf
부동산담보대출의 정의는 무엇인가요?,부동산담보대출은 부동산 또는 유형·재고자산을 담보로 취득한 대출을 의미합니다.,pdf_173_label_6.pdf
대출 신청인이 신용관리대상자인 경우 대출이 어떻게 제한될 수 있나요?,대출 신청인이 신용관리대상자(신용회복지원 또는 배드뱅크 포함)이거나 은행의 신용평가 결과 신용등급이 낮은 고객일 경우 대출이 제한될 수 있습니다.,pdf_173_label_6.pdf
"연체이자율이 어떻게 적용되며, 개인채무자보호법에 따른 예외 사항은 무엇인가요?","연체이자율은 ［이자율 + 연 3%］로 적용되며, 최고 연 15.0%로 제한됩니다. 단, 이자율이 최고 연체이자율 이상일 경우 이자율에 연 2.0%p를 더한 율이 적용됩니다. 또한, 개인채무자보호법에 따라 대출원금이 5천만원 미만인 경우 연체가 발생하여 기한의 이익이 상실된 경우 대출의 만기가 경과하지 않았다면 여신 잔액에 대하여 지연배상금을 부과하지 않습니다.",pdf_173_label_6.pdf
"개인금융채무자의 계좌별 대출원금이 5천만원 미만인 경우, 연체가 발생하여 기한의 이익이 상실된 경우 대출의 만기가 경과하지 않았다면 지연배상금이 부과되지 않는 조건은 무엇인가요?","개인금융채무자의 계좌별 대출원금이 5천만원 미만인 경우로서 연체가 발생하여 기한의 이익이 상실된 경우, 대출의 만기가 경과하지 않았다면 여신 잔액에 대하여 지연배상금을 부과하지 않기로 합니다.",pdf_173_label_6.pdf
KB 메디칼론의 대출신청 자격요건은 무엇인가요?,"대출신청 자격요건은 병·의원, 약국 등 의료사업자와 노인요양의료시설을 운영하는 사업자로 신용등급 BB 이상 고객입니다. 의료 생협 및 요양병원, 노인요양시설의 경우 신용등급 BBB- 이상 또는 BB+와 사업소득금액 1억원 이상이어야 하며, 국민건강보험공단 보험급여계좌를 KB국민은행으로 이체해야 합니다.",pdf_174_label_6.pdf
대출 만기가 경과한 후 기한의 이익이 상실되면 어떤 불이익이 발생하나요?,"만기일 경과 후 대출금액을 전액 상환하지 않거나 기한을 연장하지 않은 경우, 은행여신거래기본약관에 따라 기한의 이익이 상실되어 대출잔액에 대한 지연배상금이 부과됩니다. 단, 개인금융채무자의 대출원금이 5천만원 미만인 경우 연체가 발생하여 기한의 이익이 상실된 경우 대출의 만기가 경과하지 않았다면 여신 잔액에 대하여 지연배상금을 부과하지 않기로 합니다.",pdf_174_label_6.pdf
대출금액이 5천만원을 초과할 경우 수입인지 비용은 어떻게 부과되나요?,5천만원 초과하는 경우 대출금액별 수입인지 비용이 다르게 부과되어 고객과 은행이 각 50%씩 부담합니다.,pdf_174_label_6.pdf
대출 상품의 변경 사항에 대해 설명해 주실 수 있나요?,"대출 상품의 변경 사항으로는 신용등급 기준의 변경, 지연배상금률의 변경, 3개월 변동금리 도입, 수수료 및 부대비용에 대한 내용 추가가 있습니다. 예를 들어, 신용등급 기준이 BB+(소매형5등급) 이상에서 BB(소매형5등급) 이상으로 변경되었으며, 지연배상금률 적용 방법도 변경되었습니다. 또한, 대출금리에 3개월 변동금리가 추가 도입되었고, 수수료 및 부대비용에 대한 명시가 강화되었습니다.",pdf_174_label_6.pdf
"대출 실행 시 발생할 수 있는 수수료에는 어떤 것들이 있으며, 각각의 계산 방법은 어떻게 되나요?","대출 실행 시 발생할 수 있는 수수료는 한도약정수수료와 약정한도 미사용 수수료입니다. 한도약정수수료는 한도약정액에 기본수수료율(0.3%)과 약정기간을 곱한 후 365로 나누어 계산합니다. 약정한도 미사용 수수료는 미사용금액 합계액에 약정한도 미사용 수수료율을 곱한 후 365로 나누어 계산합니다. 단, 약정한도 미사용 수수료와 한도약정 수수료는 중복 징수되지 않습니다.",pdf_174_label_6.pdf
해당 대출상품의 준법감시인 심의필 번호와 유효기간은 어떻게 되나요?,"준법감시인 심의필 번호는 제2024-4973-2호이며, 유효기간은 2024.11.04부터 2026.10.31까지입니다.",pdf_174_label_6.pdf
KB 모아드림론의 대출신청자격은 어떻게 되나요?,"대출신청자격은 신용등급 BB+등급 이상 중소기업으로, 전략 타겟 고객에 해당하는 기업이어야 합니다. 우수 기술력 보유기업이나 소재·부품·장비산업 관련 기업 등이 포함되며, 신용도판단정보등록자이거나 신용등급이 낮은 고객은 대출이 제한될 수 있습니다.",pdf_175_label_6.pdf
대출금리가 변동되는 경우는 어떤 기준에 따라 결정되나요?,"대출금리는 '기준금리'와 '가산금리'에 따라 결정됩니다. 기준금리는 금융투자협회 공시기준으로 전주 마지막 영업일 전 영업일의 종가를 적용하며, 3개월 단위 이상은 CD91일물 유통수익률, 6개월 단위 이상은 금융채 AAA등급 채권시장수익률을 기준으로 합니다. 가산금리는 고객의 신용등급, 담보비율, 거래실적, 기술등급 등에 따라 다르게 적용됩니다.",pdf_175_label_6.pdf
"대출금액이 5천만원을 초과할 경우 수입인지 비용은 어떻게 부과되며, 고객과 은행의 부담 비율은 어떻게 되나요?","대출금액이 5천만원을 초과하는 경우, 수입인지 비용은 대출금액별로 다르게 부과되며, 고객과 은행이 각 50%씩 부담합니다. 구체적으로, 대출금액이 5천만원 초과~1억원 이하일 경우 7만원(고객부담 3만5천원), 1억원 초과~10억원 이하일 경우 15만원(고객부담 7만5천원), 10억원 초과일 경우 35만원(고객부담 17만5천원)입니다.",pdf_175_label_6.pdf
대출 계약 체결 전에 어떤 문서를 반드시 읽어봐야 하나요?,대출 계약을 체결하기 전에 상품설명서 및 관련 약관을 읽어보셔야 합니다. 약관은 창구에서 교부 및 열람이 가능합니다.,pdf_175_label_6.pdf
개인채무자보호법 개정에 따른 연체이자 부과 기준이 어떻게 변경되었나요?,"개인채무자보호법에서 정하는 바에 따라 개인금융채무자의 계좌별 대출원금이 5천만원 미만인 경우로서 연체가 발생하여 기한의 이익이 상실된 경우, 대출의 만기가 경과하지 않았다면 여신 잔액에 대하여 지연배상금을 부과하지 않기로 합니다.",pdf_175_label_6.pdf
무역금융 대출의 신청 자격은 어떻게 되나요?,"무역금융 대출의 신청 자격은 다음과 같습니다: ① 수출신용장 또는 계약서방식에 따라 물품, 건설 및 용역을 수출하거나 국내 공급하고자 하는 기업, ② 내국신용장에 의한 외화획득용 원료물품 구매 확인서에 따라 수출용 완제품 또는 원자재를 공급하고자 하는 기업, ③ 상기 ① 또는 ②에서 정한 방식에 의한 수출 또는 공급 실적이 있는 자, ④ 한국은행 통화정책국장이 정한 외화획득, 수출증대 등을 위한 자. 또한, 중계무역방식 및 외국인도 수출은 융자 대상에서 제외됩니다.",pdf_176_label_6.pdf
"대출금리가 어떻게 결정되며, 기준금리는 무엇인가요?","대출금리는 기준금리와 기간별 가산금리로 구성되며, 한도내 건별 실행일 및 대출기간에 따라 기준금리가 변경됩니다. 기준금리는 기간별 MOR(Market Opportunity Rate)로, 자본시장에서 유통되는 시장상품 중 금리만기일과 일치하는 대표적 상품의 시장유통수익률을 기준으로 산출하여 적용됩니다.",pdf_176_label_6.pdf
"대출이자 부과 시기는 어떻게 되며, 이자 지급 방법은 무엇인가요?","대출이자는 대출약정시 정한 이자지급시기 및 방법에 따라 부과됩니다. 예를 들어, 매월 (00)일에 지급합니다.",pdf_176_label_6.pdf
"개인채무자보호법에 따라 연체가 발생한 경우, 대출원금이 5천만원 미만인 개인금융채무자는 어떤 혜택을 받을 수 있나요?","개인채무자보호법에 따르면, 계좌별 대출원금이 5천만원 미만인 경우 연체가 발생하여 기한의 이익이 상실되었더라도 대출의 만기가 경과하지 않았다면 여신 잔액에 대해 지연배상금을 부과하지 않기로 합니다.",pdf_176_label_6.pdf
"개인금융채무자의 계좌별 대출원금이 5천만원 미만인 경우, 연체가 발생하여 기한의 이익이 상실되었을 때 대출 만기가 경과하지 않았다면 어떤 조치가 취해지나요?",대출의 만기가 경과하지 않았다면 여신 잔액에 대하여 지연배상금을 부과하지 않기로 합니다.,pdf_176_label_6.pdf
KB 미래성장기업 우대대출의 대출신청자격은 어떻게 되나요?,"대출신청자는 KB국민은행에서 선정한 미래성장기업이어야 하며, 신용도판단정보등록자(신용회복지원 또는 배드뱅크 포함)이거나 은행의 신용평가 결과 신용등급이 낮은 고객일 경우 대출이 제한될 수 있습니다.",pdf_177_label_6.pdf
대출기간 중 중도상환을 할 경우 발생할 수 있는 중도상환수수료는 어떻게 계산되나요?,"중도상환수수료는 중도상환원금에 수수료율을 곱한 후 잔존일수를 대출기간으로 나눈 계산식에 따라 발생합니다. 예를 들어, 중도상환원금 X 수수료율 X (잔존일수 ÷ 대출기간)으로 계산됩니다.",pdf_177_label_6.pdf
대출금 5천만원 초과 시 고객이 부담해야 하는 수입인지 비용은 어떻게 되나요?,"대출금 5천만원 초과~1억원 이하의 경우 7만원 중 고객은 3만5천원을 부담하며, 1억원 초과~10억원 이하의 경우 15만원 중 고객은 7만5천원을 부담합니다. 10억원 초과 시에는 35만원 중 고객이 17만5천원을 부담합니다.",pdf_177_label_6.pdf
"기술창조기업전용대출의 금리인하 요청은 어떤 조건에서 가능하며, 은행의 결정에 따라 금리인하가 이루어지지 않을 수 있는 이유는 무엇인가요?","기술창조기업전용대출의 금리인하 요청은 고객이 대출금리와 관련된 자료를 제출할 경우 가능하며, 그러나 은행의 신용평가 및 심사결과에 따라서 금리인하가 이루어지지 않을 수도 있습니다.",pdf_177_label_6.pdf
기술창조기업전용대출의 중도상환수수료율 변경에 대한 기존 고객의 적용 여부는 어떻게 되나요?,기존 고객에 대한 적용 여부는 '부'입니다.,pdf_177_label_6.pdf
KB 민간 신축 매입약정 주택 건설자금대출의 대출신청자격은 어떻게 되나요?,"대출신청자는 공공기관(한국토지주택공사 등)과 ‘민간 신축 매입약정’이 체결된 민간 사업자로, 주택도시보증공사와 도심주택특약보증서를 발급 받은 당행 기업신용등급 BB등급(소매형SOHO 6등급C)이상 기업이어야 합니다. 단, 신용도판단등록정보자이거나 신용등급이 낮은 고객, 일부 업종의 경우 대출이 제한될 수 있습니다.",pdf_178_label_6.pdf
대출금액이 5천만원을 초과할 경우 수입인지 비용은 어떻게 부과되나요?,"대출금액이 5천만원을 초과하는 경우, 대출금액별 수입인지 비용이 다르게 부과되며, 고객과 은행이 각 50%씩 부담합니다. 구체적으로, 대출금액 5천만원 초과~1억원 이하의 경우 7만원, 1억원 초과~10억원 이하의 경우 15만원, 10억원 초과의 경우 35만원이 부과됩니다.",pdf_178_label_6.pdf
대출신청인이 신용관리대상자인 경우 대출이 제한될 수 있는 이유는 무엇인가요?,대출신청인이 신용관리대상자(신용회복지원 또는 배드뱅크 포함)이거나 은행의 신용평가 결과 신용등급이 낮은 고객일 경우 대출이 제한될 수 있습니다.,pdf_178_label_6.pdf
KB 민간협약 토지분양자금대출의 대출신청 자격은 어떻게 되나요?,"대출신청자는 당행 지원대상 토지분양기관과 분양계약을 체결한 기업으로, 신용등급 BB등급 이상이어야 하며, 협약 토지분양기관별 별도기준을 충족해야 합니다. 신설기업의 경우 BB- 등급도 취급 가능합니다.",pdf_179_label_6.pdf
"중도상환수수료는 어떻게 계산되며, 어떤 담보에 적용되는지 알려주세요.","중도상환수수료는 중도상환원금에 수수료율을 곱하고 잔존일수를 대출기간으로 나눈 계산식에 따라 산출됩니다. 담보종류에 따라 부동산 및 동산 담보대출은 0.48%, 보증서 및 기타 담보대출은 0.08%, 신용대출은 0.08%의 수수료율이 적용됩니다.",pdf_179_label_6.pdf
대출금의 만기가 도래한 경우 기한연장 방법은 무엇인가요?,"대출의 만기가 도래할 시, 당행에서 정한 일정 요건을 갖춘 경우 기한 연장이 가능합니다.",pdf_179_label_6.pdf
금융소비자가 위법계약 해지를 요구할 수 있는 기간은 어떻게 되나요?,"금융소비자는 은행이 금융소비자보호법 판매원칙을 위반하여 계약을 체결한 경우, 법 위반사실을 안 날로부터 1년 이내에 해지요구서와 위반사항을 증명하는 서류를 은행에 제출하여 계약 해지를 요구할 수 있습니다. 단, 해당 기간은 계약체결일로부터 5년 이내의 범위 내에서 적용됩니다.",pdf_179_label_6.pdf
중도상환수수료율 변경에 따른 기존 고객의 적용 여부는 어떻게 되나요?,기존 고객에 대한 적용 여부는 '예'입니다.,pdf_179_label_6.pdf
기존 고객에 대한 중도상환수수료율 변경이 적용되는지 여부는 어떻게 되나요?,기존 고객에 대한 적용 여부는 '여'입니다.,pdf_179_label_6.pdf
사모사채 인수 대출의 가입 대상은 무엇인가요?,사모사채 인수 대출의 가입 대상은 상법상 주식회사 및 기타 설립근거법에 의해 사채발행이 허용된 공기업 및 지자체 등입니다.,pdf_180_label_6.pdf
부동산 담보대출의 정의는 무엇인가요?,"부동산 담보대출은 부동산 또는 유형·재고자산을 담보로 취득한 대출이며, 대출 기표시 은행의 부대비용 지출이 있거나 향후 지출대상 대출(후취담보 취득 등)을 포함합니다.",pdf_180_label_6.pdf
대출금액이 5천만원을 초과할 경우 수입인지 비용은 어떻게 부과되나요?,대출금액이 5천만원을 초과하는 경우 대출금액별 수입인지 비용이 다르게 부과되어 고객과 은행이 각 50%씩 부담합니다.,pdf_180_label_6.pdf
연체이자율의 적용 방식과 최고 연체이자율은 어떻게 되나요?,"연체이자율은 [이자율+연3%p]로 적용되며, 최고 연체이자율은 15%로 설정됩니다. 단, 이자율이 최고 연체이자율 이상인 경우, 연체이자율은 이자율에 연 2%를 더한 율이 적용됩니다.",pdf_180_label_6.pdf
연체이자율이 어떻게 변경되었는지 구체적으로 설명해 주실 수 있나요?,"연체이자율은 기존의 이자율에 연 3%p를 추가하여 적용됩니다. 또한, 연체이자율은 최고 연 15%로 설정되며, 이자율이 최고 연체이자율 이상인 경우에는 이자율에 연 2%를 더한 율이 적용됩니다.",pdf_180_label_6.pdf
"2019년 4월 17일 기준으로 신규 여신의 중도상환수수료율은 어떻게 적용되며, 기존 신규여신에 대한 수수료율 인하 조건은 무엇인가요?",2019년 4월 17일 기준으로 신규 여신(대환/재대출 포함)의 중도상환수수료율은 변경된 수수료율이 적용됩니다. 2017년 10월 26일 이전 신규여신(대환/재대출 포함)의 경우 변동금리일 경우 기존 수수료율에서 0.2%p 인하하여 적용됩니다.,pdf_180_label_6.pdf
KB 사회적경제기업 우대대출의 대출신청자격은 어떻게 되나요?,"대출신청자격은 사회적기업, 예비 사회적기업, 협동조합, 마을기업, 자활기업, 소셜벤처기업 중에서 신용보증기금으로부터 정책성특례보증서를 발급받은 정책성 특례기업이거나, KB국민은행 신용등급 BB등급 이상인 사회적경제기업에 해당해야 합니다.",pdf_181_label_6.pdf
고정금리 대출의 이자 계산 방법은 어떻게 되나요?,"고정금리 대출의 이자 계산 방법은 원금에 이율과 일수를 곱한 후, 일 단위 계산대출은 이를 365(윤년인 경우 366)로 나누어 계산합니다.",pdf_181_label_6.pdf
"한도거래여신의 약정한도미사용수수료는 어떻게 계산되며, 미사용금액에 따라 수수료율은 어떻게 달라지나요?","약정한도미사용수수료는 미사용금액합계액에 약정한도미사용수수료율을 곱한 후 365로 나누어 계산됩니다. 수수료율은 한도소진율에 따라 달라지며, 10% 미만은 0.5%, 10% 이상 ~ 30% 미만은 0.4%, 30% 이상 ~ 40% 미만은 0.3%, 40% 이상 ~ 50% 미만은 0.2%, 50% 이상 ~ 70% 미만은 0.1%, 70% 이상은 없습니다.",pdf_181_label_6.pdf
대출 신청 시 신용관리대상자인 경우 대출에 어떤 제한이 있을까요?,대출신청인이 신용관리대상자(신용회복지원 또는 배드뱅크 포함)이거나 은행의 신용평가 결과 신용등급이 낮은 고객일 경우 대출이 제한될 수 있습니다.,pdf_181_label_6.pdf
대출신청 자격요건이 변경된 후 정책성 특례기업과 사회적기업의 대출한도는 어떻게 되나요?,"정책성 특례기업의 대출한도는 업체당 최대 1억원 이내이며, 협동조합원 사업자는 최대 5천만원 이내입니다. 사회적기업(예비사회적기업 포함)은 고객의 신용등급, 사업소득, 매출액 규모, 담보 금액 등에 따라 차등 적용됩니다.",pdf_181_label_6.pdf
"대출금리가 고객 신용등급에 따라 차등 적용된다고 하는데, 변동금리상품과 고정금리상품의 차이는 무엇인가요?","변동금리상품은 매 주기별 변동금리에 따라 금리가 변동 적용되며, 고정금리상품은 고객이 선택한 대출기간 동안 동일한 금리가 적용됩니다.",pdf_181_label_6.pdf
정책성 특례기업의 대출한도 변경에 대한 세부사항은 무엇인가요?,정책성특례기업의 대출한도는 변경 전 최대 1억원에서 변경 후 최대 3억원으로 증가하였습니다.,pdf_181_label_6.pdf
정책성 특례기업의 대출신청자격은 무엇인가요?,"정책성 특례기업은 신용보증기금으로부터 정책성특례보증서(보증비율 100%)를 발급받은 기업으로, 사회적기업, 예비 사회적기업, 협동조합, 마을기업, 자활기업 중 해당하는 기업고객이 포함됩니다.",pdf_181_label_6.pdf
"중도상환수수료율 변경에 따른 새로운 수수료율은 어떻게 되며, 기존 고객에게도 적용되나요?","변경 후 중도상환수수료율은 다음과 같습니다: 부동산담보대출(고정금리) 1.40%, 부동산담보대출(변동금리) 1.20%, 신용대출(고정금리) 1.10%, 신용대출(변동금리) 1.00%입니다. 기존 고객에게도 적용됩니다.",pdf_181_label_6.pdf
금융위원회의 금융소비자보호 감독규정 개정에 따른 중도상환수수료율 변경이 기존 고객에게 적용되는지 여부는 무엇인가요?,기존고객에 대한 적용 여부는 '부'입니다.,pdf_181_label_6.pdf
상업어음할인 대출의 신청자격은 무엇인가요?,"상업어음할인 대출의 신청자격은 개인사업자 또는 법인으로, 대출신청인이 신용도판단정보등록자이거나 은행의 신용평가 결과 신용등급이 낮은 고객일 경우 대출이 제한될 수 있습니다.",pdf_182_label_6.pdf
대출금의 만기 도래 시 기한연장 방법에 대해 설명해 주실 수 있나요?,"약정한도의 만기가 도래할 경우, 당행에서 정한 일정 요건을 갖춘 경우 약정 기일을 연장할 수 있습니다. 단, 어음의 지급기일 변경을 통한 건별 대출의 기한연장은 할 수 없습니다.",pdf_182_label_6.pdf
대출금 수령일 이후 청약을 철회할 수 있는 기간은 어떻게 되나요?,대출금 수령일 중 나중에 발생한 날부터 14일 이내에 청약을 철회할 수 있습니다. 만약 기간의 말일이 휴일인 경우 다음 영업일에 철회할 수 있습니다.,pdf_182_label_6.pdf
"대출금리가 어떻게 결정되며, 적용금리는 어떤 범위에 해당하나요?","대출금리는 [기준금리+가산금리]로 구성되며, 적용금리는 연 3.90%에서 5.90% 사이입니다. 기준금리는 연 1.70%이고, 가산금리는 연 2.20%p에서 4.20%p까지 다양하게 적용됩니다.",pdf_182_label_6.pdf
개인채무자보호법 개정에 따른 연체이자 부과 기준은 어떻게 변경되었나요?,"변경후에는 개인금융채무자의 계좌별 대출원금이 5천만원 미만인 경우로서 연체가 발생하여 기한의 이익이 상실된 경우, 대출의 만기가 경과하지 않았다면 여신 잔액에 대하여 지연배상금을 부과하지 않기로 합니다.",pdf_182_label_6.pdf
KB 소규모 주택사업자 건설자금대출의 대출신청자격은 무엇인가요?,"대출신청자격은 한국주택금융공사의 ‘소규모주택보증서’를 발급받은 기업신용등급 BB등급 이상 기업이며, 단독주택의 경우 임대사업자로 등록된 기업만 신청 가능합니다. 또한, 기존 대출의 대환/재대출은 취급 불가하며, 부지 매입자금 용도로 조달한 차입금을 상환하기 위한 대출금은 취급 가능합니다.",pdf_183_label_6.pdf
"대출 약정 시 중도상환 수수료는 어떻게 계산되며, 어떤 조건에서 발생하나요?","대출 약정 시 중도상환 수수료는 대출일로부터 최장 3년까지 발생할 수 있으며, 계산식은 중도상환원금 X 수수료율 X (잔존일수 ÷ 대출기간)입니다. 수수료율은 담보종류 및 금리주기에 따라 다르며, 부동산 및 동산 담보대출은 0.48%, 보증서 및 기타 담보대출과 신용대출은 각각 0.08%입니다.",pdf_183_label_6.pdf
대출금의 만기가 도래하여 기한연장할 경우 어떤 조건에 따라 대출이 기한연장 되지 않거나 조건이 변경될 수 있나요?,"대출금의 만기가 도래하여 기한연장하는 경우에는 신용상태 또는 대출대상이 아닌 경우 등에 따라 대출이 기한연장 되지 않거나 대출거래조건이 변경될 수 있으며, 협약사항 변경에 따라 금리가 하락 또는 상승될 수 있습니다.",pdf_183_label_6.pdf
